49374 143730
14221 19529 402
14222 14221 100
14222 14223 100
14222 19530 403
14223 8662 100
14223 14222 100
14223 19531 403
14224 3121 201
14224 10179 100
14224 14225 101
14225 14224 101
14225 14226 100
14225 19533 403
14225 23687 95
14226 9914 93
14226 14225 100
14226 19137 403
14226 19138 253
14227 3192 217
14227 9914 106
14227 14228 100
14228 14227 100
14228 14229 100
14228 19535 403
14229 14228 100
14229 14230 99
14229 19536 402
14229 21819 95
14230 2204 100
14230 14229 99
14230 19537 403
14231 2204 77
14231 14232 123
14231 23682 181
14232 2985 105
14232 3176 202
14232 14231 123
14232 24142 200
14233 2985 94
14233 3177 202
14233 14234 204
14234 14233 204
14234 23662 110
14234 1376 112
14235 4203 100
14235 1377 200
14235 1378 201
14236 3135 201
14236 1378 100
14236 1379 100
14237 3137 201
14237 1379 100
14237 1380 100
14238 4205 99
14238 11791 199
14238 23654 81
14238 1380 201
14239 14240 94
14239 23686 111
14239 44591 106
14240 4223 95
14240 14239 94
14240 14241 200
14240 23675 93
14241 4227 100
14241 14240 200
14241 14242 401
14241 23681 87
14242 3111 201
14242 6715 403
14242 14241 401
14242 14243 197
14243 4225 107
14243 14242 197
14243 14244 204
14243 37348 99
14244 4226 107
14244 14243 204
14244 23688 123
14244 1386 132
14245 3116 201
14245 14246 107
14245 23676 138
14245 1386 109
14246 3117 201
14246 10520 817
14246 14245 107
14246 29721 44
14247 3178 202
14247 14248 116
14247 1387 141
14248 3179 203
14248 14247 116
14248 14249 117
14249 3180 201
14249 14248 117
14249 14250 119
14249 26073 507
14250 3181 202
14250 3641 141
14250 14249 119
14250 39475 133
14251 2546 200
14251 4234 102
14251 14252 401
14251 14826 204
14252 14251 401
14252 14253 401
14252 19519 403
14252 23643 101
14253 4187 85
14253 14252 401
14253 14254 401
14253 17412 93
14254 11341 362
14254 14253 401
14254 14255 400
14254 23648 134
14255 4237 108
14255 14008 406
14255 14254 400
14255 23649 99
14256 14008 421
14256 23781 95
14256 33307 165
14256 38655 237
14257 37120 625
14258 4212 100
14258 23673 101
14258 42740 200
14259 3158 202
14259 3669 99
14259 13887 48
14260 3669 102
14260 5784 101
14260 19577 403
14260 23660 100
14261 5784 99
14261 14262 201
14261 19578 403
14262 3144 204
14262 14261 201
14262 14263 401
14262 23657 100
14263 4198 101
14263 14262 401
14263 14264 201
14264 4199 101
14264 14263 201
14264 14265 199
14265 4200 101
14265 9559 99
14265 14264 199
14265 23659 100
14266 3149 201
14266 9559 100
14266 14267 102
14266 34596 201
14267 3150 201
14267 14266 102
14267 14268 100
14267 30621 202
14268 3151 202
14268 14267 100
14268 14269 96
14268 25706 201
14269 3152 201
14269 14268 96
14269 14270 100
14269 23668 101
14270 3153 203
14270 14269 100
14270 14271 98
14271 3154 202
14271 14270 98
14271 14272 105
14272 3155 201
14272 14271 105
14272 14273 203
14272 21096 401
14273 4456 95
14273 14272 203
14273 16213 402
14274 4456 100
14274 14275 101
14274 34310 201
14275 14274 101
14275 14276 101
14275 25769 201
14276 14275 101
14276 14277 200
14276 25331 200
14277 11323 301
14277 14276 200
14277 14278 141
14277 29275 200
14278 4232 129
14278 14277 141
14278 14279 202
14279 4170 48
14279 14278 202
14279 14280 193
14280 4171 47
14280 4587 265
14280 14279 193
14280 21736 101
14281 4587 81
14282 13296 284
14283 5100 355
14283 28719 238
14283 37049 286
14283 37085 125
14284 5100 272
14284 14285 238
14284 25802 170
14285 9172 114
14285 14284 238
14285 15494 182
14286 9172 187
14286 14287 184
14286 23696 151
14287 14286 184
14287 18142 159
14287 18143 360
14287 45797 197
14288 19866 256
14288 37120 12
14288 45796 18
14288 45797 13
14289 17730 94
14289 20472 94
14289 29296 204
14290 14291 98
14290 23449 80
14290 36240 107
14290 47311 145
14291 14290 98
14292 14293 141
14292 16588 102
14292 16589 100
14293 10149 129
14293 14292 141
14293 26505 101
14293 27149 101
14294 3039 102
14294 10149 127
14294 27150 100
14294 45580 103
14295 3039 143
14295 14296 159
14295 26507 100
14295 27151 101
14296 14295 159
14296 26509 100
14296 27152 101
14297 14298 101
14297 26523 197
14297 34287 199
14298 14297 101
14298 14299 91
14298 26524 198
14298 34300 199
14299 14298 91
14299 14300 80
14299 26525 199
14299 33440 198
14300 14299 80
14300 14301 79
14300 26174 199
14300 26175 198
14301 14300 79
14301 14302 89
14301 26526 199
14301 28073 198
14302 14301 89
14302 14303 87
14302 26528 200
14302 33827 198
14303 11242 91
14303 14302 87
14303 26530 202
14303 33636 198
14304 11242 92
14304 14305 94
14304 16015 203
14304 16016 197
14305 14304 94
14305 14306 99
14305 26531 202
14305 27961 198
14306 11556 98
14306 14305 99
14306 26532 202
14306 33590 197
14307 11556 95
14307 14308 97
14307 25721 202
14307 25722 197
14308 8039 96
14308 14307 97
14308 26533 203
14308 32534 195
14309 16429 196
14309 40803 135
14309 36305 206
14310 11508 132
14310 33780 198
14310 42252 56
14310 36307 205
14311 11508 134
14311 14312 135
14311 16372 201
14311 1663 204
14312 14311 135
14312 34272 200
14312 36445 205
14313 14314 201
14313 26502 102
14313 27153 98
14314 14313 201
14314 14315 107
14314 26503 103
14314 27154 98
14315 14314 107
14316 14317 133
14316 39201 109
14316 48652 144
14317 13676 101
14317 14316 133
14317 24238 106
14318 14319 76
14319 6112 183
14319 14318 76
14319 26146 114
14320 14321 63
14320 17492 228
14320 17493 646
14321 2365 68
14321 14320 63
14321 14322 209
14322 14321 209
14322 14323 228
14322 17053 181
14323 10626 49
14323 14322 228
14323 28188 165
14324 10714 95
14324 13259 89
14324 22985 141
14325 10714 205
14325 25235 139
14325 26373 202
14326 13185 86
14326 14327 69
14326 22513 86
14327 14326 69
14328 13202 85
14328 14329 211
14328 26401 90
14329 14328 211
14329 14330 95
14329 26401 303
14330 13203 90
14330 14329 95
14330 25239 176
14331 9768 84
14331 13198 77
14331 42717 192
14332 14333 25
14333 14332 25
14333 31124 18
14333 31125 88
14334 11937 422
14334 13343 115
14334 37035 83
14335 11937 165
14335 14336 32
14335 19037 133
14335 19038 109
14336 14335 32
14337 34382 77
14337 40925 162
14337 40943 80
14337 46403 221
14338 3236 155
14338 3237 76
14338 14339 171
14338 20680 77
14339 14338 171
14339 14340 252
14339 27060 75
14339 29597 76
14340 6571 82
14340 14339 252
14340 14341 231
14340 18852 83
14341 6572 83
14341 10849 217
14341 14340 231
14341 27061 83
14342 4017 95
14342 12478 162
14342 14343 93
14343 14342 93
14343 14344 94
14343 19099 332
14344 14343 94
14344 14345 115
14344 15792 152
14345 4019 93
14345 14344 115
14345 14346 93
14346 5523 303
14346 7203 93
14346 14345 93
14347 14348 195
14347 15957 137
14347 21438 54
14348 14347 195
14348 41178 110
14348 474 123
14349 21882 59
14349 34224 43
14349 47408 250
14350 9160 107
14350 13999 281
14350 14351 151
14350 24303 116
14351 9161 110
14351 14350 151
14351 24304 123
14352 10577 104
14352 21100 133
14352 43279 249
14353 13124 46
14353 28994 395
14353 36752 72
14354 8331 44
14355 42653 72
14355 42655 41
14355 42656 528
14356 8197 93
14356 14141 80
14356 14357 155
14357 14356 155
14357 31388 871
14357 34328 34
14358 9657 88
14358 12401 120
14358 16175 126
14359 9658 89
14359 12401 135
14359 14360 83
14359 32504 126
14360 5418 87
14360 9659 89
14360 14359 83
14361 26344 91
14361 30840 90
14361 35049 115
14362 14363 100
14362 30415 201
14362 42276 102
14363 14362 100
14363 18961 161
14363 30415 292
14364 14365 268
14364 20504 110
14364 20505 69
14365 14364 268
14366 6859 218
14366 14367 71
14366 27092 48
14367 14366 71
14368 14369 162
14368 27019 137
14368 27020 150
14369 14368 162
14370 14371 57
14371 22 70
14371 14370 57
14371 40553 331
14372 14373 100
14373 11065 82
14373 14372 100
14373 24462 94
14374 5663 160
14375 2666 88
14375 2667 172
14375 15881 107
14376 5821 257
14376 14377 158
14376 38807 336
14377 5821 101
14377 14376 158
14377 14378 247
14378 5822 100
14378 10200 101
14378 14377 247
14378 43083 200
14379 5824 101
14379 10202 100
14379 14380 104
14379 43083 199
14380 13495 98
14380 14379 104
14380 14413 202
14381 12118 108
14381 46420 112
14382 12201 35
14383 14384 46
14383 19937 88
14383 19938 283
14384 14383 46
14385 13089 106
14385 16192 291
14385 42830 73
14386 14387 72
14386 24256 89
14386 24257 212
14387 14386 72
14388 10808 77
14388 14389 258
14388 17822 87
14388 36512 247
14389 10171 94
14389 14388 258
14389 14390 60
14389 18910 105
14390 14389 60
14391 14392 165
14391 21461 401
14391 23629 19
14392 14391 165
14393 7174 278
14393 25569 385
14393 36585 41
14394 14395 96
14394 15372 100
14394 15373 188
14395 14394 96
14395 15373 274
14395 17061 105
14395 40988 87
14396 14397 32
14397 14396 32
14397 14398 80
14397 21513 76
14398 10807 89
14398 14397 80
14398 16854 76
14399 5396 191
14399 13842 320
14399 20324 190
14400 5824 100
14400 14412 104
14400 14413 101
14400 43084 181
14401 10202 101
14401 13496 202
14401 33312 199
14401 41368 100
14402 4643 151
14402 13491 149
14402 30788 199
14402 39781 85
14403 14404 30
14404 14403 30
14404 44711 80
14404 48239 79
14405 27809 321
14405 1198 194
14405 1199 83
14406 5821 99
14406 14407 27
14406 38806 337
14407 14406 27
14407 14408 220
14407 33742 95
14408 5822 98
14408 14407 220
14408 14409 83
14408 29159 96
14409 5823 101
14409 14408 83
14409 14410 11
14410 12940 202
14410 14409 11
14410 14411 100
14411 12941 202
14411 14410 100
14411 14412 98
14412 12942 201
14412 14400 104
14412 14411 98
14413 14380 202
14413 14400 101
14413 30557 81
14414 12683 39
14415 14416 170
14416 12760 167
14416 14415 170
14416 14417 296
14416 48861 95
14417 14416 296
14417 30078 110
14417 30079 80
14418 7656 187
14418 14419 90
14418 15251 46
14419 10819 518
14419 14418 90
14419 16387 203
14419 33978 145
14420 39914 89
14421 2706 257
14421 17772 94
14421 592 95
14422 14423 127
14423 5133 97
14423 14422 127
14423 14424 169
14423 14532 95
14424 5134 98
14424 14423 169
14424 14425 223
14424 14533 93
14425 14424 223
14425 593 98
14425 38683 65
14426 14427 393
14426 14534 97
14426 38679 21
14427 5126 96
14427 14426 393
14427 14428 204
14427 14535 96
14428 5127 97
14428 13652 192
14428 14427 204
14428 14536 96
14429 5129 97
14429 13652 191
14429 14430 201
14429 14537 94
14430 5130 97
14430 14429 201
14430 14431 248
14430 14538 96
14431 5131 97
14431 14430 248
14431 14539 97
14432 14433 76
14433 9216 322
14433 14432 76
14433 14541 90
14433 17774 85
14434 5898 191
14435 17779 105
14435 39933 513
14435 258 103
14436 12107 107
14436 14437 86
14436 37698 212
14437 14436 86
14437 14438 51
14437 17725 266
14438 13526 92
14438 14437 51
14438 36267 308
14439 8364 101
14439 14440 116
14439 26942 104
14439 36263 304
14440 14439 116
14440 14441 62
14440 27886 105
14441 14440 62
14442 7921 86
14442 12136 159
14442 14452 38
14443 7923 97
14443 8511 204
14443 12136 186
14443 24817 94
14444 7925 97
14444 8511 226
14444 12706 171
14444 28984 95
14445 7926 99
14445 12706 91
14445 22401 96
14446 7929 111
14446 44447 89
14446 48409 283
14447 14448 371
14447 48402 50
14447 48404 46
14447 48409 13
14448 14447 371
14448 14449 22
14448 33141 119
14449 7931 97
14449 14448 22
14449 44640 47
14450 7927 93
14450 14451 359
14450 19764 89
14450 39938 163
14451 6412 303
14451 7928 89
14451 14450 359
14451 31144 90
14452 14442 38
14452 25052 362
14452 29955 57
14453 24377 148
14453 33050 45
14453 48352 439
14454 10833 98
14454 14455 59
14454 30893 202
14455 14454 59
14456 14457 212
14457 14456 212
14457 14458 69
14457 30804 65
14458 14457 69
14459 37162 75
14460 2989 75
14461 2989 115
14461 14462 118
14461 15472 95
14462 49299 39
14462 14461 118
14462 15473 67
14463 13478 135
14463 14464 399
14463 34845 41
14464 4030 159
14464 14463 399
14464 30960 131
14465 7963 206
14465 25684 51
14465 34858 13
14466 7963 50
14466 19012 154
14466 25684 259
14467 14468 399
14467 15964 249
14467 28731 327
14468 6896 123
14468 14467 399
14468 28730 115
14469 9983 279
14469 15977 98
14469 40773 84
14470 4543 167
14470 14471 219
14470 15652 74
14470 18683 93
14471 14470 219
14471 15653 76
14471 15915 96
14472 9484 64
14472 15650 104
14473 9664 142
14473 20527 92
14473 42782 98
14474 14475 50
14475 14474 50
14475 14476 86
14475 26753 300
14476 8799 170
14476 14475 86
14476 19908 118
14477 14126 96
14477 17162 403
14477 1668 404
14478 44307 403
14478 37675 403
14478 48533 129
14479 48533 72
14480 9246 111
14480 14481 114
14480 28922 75
14480 29218 74
14481 14480 114
14481 29696 74
14481 41624 68
14482 5806 40
14482 45263 536
14482 38994 53
14483 29453 278
14483 1563 308
14483 48411 94
14484 20989 298
14484 48405 48
14484 48407 12
14484 48411 18
14485 29045 474
14485 48396 47
14485 48410 10
14485 48412 11
14486 14487 226
14486 24120 103
14486 24346 103
14487 14486 226
14487 14488 289
14487 24121 103
14487 24347 103
14488 14487 289
14488 14489 163
14488 20992 94
14488 24348 105
14489 14488 163
14489 20992 174
14489 46722 49
14490 14491 467
14490 28677 83
14490 31609 119
14491 14490 467
14491 20285 256
14491 20286 121
14492 45809 55
14493 31605 132
14494 25199 323
14495 49217 54
14495 22964 115
14495 42708 118
14496 14497 203
14496 22489 72
14496 47146 130
14497 14496 203
14498 13187 353
14498 15564 125
14498 31610 81
14499 14500 200
14499 28673 114
14499 47279 118
14500 6484 201
14500 14499 200
14500 21238 115
14500 21239 118
14501 6484 202
14501 14502 202
14501 27709 115
14501 27710 118
14502 14501 202
14502 14503 201
14502 28674 115
14502 31068 118
14503 3179 200
14503 14502 201
14503 19516 115
14503 19517 119
14504 14505 89
14504 34934 52
14504 48150 175
14505 14504 89
14505 14506 37
14506 10392 85
14506 14505 37
14506 14507 61
14507 14506 61
14507 14508 24
14508 14507 24
14508 34933 126
14509 14510 94
14509 20959 148
14509 34151 250
14510 10557 89
14510 14509 94
14510 20960 204
14510 27477 227
14511 10557 92
14511 14512 100
14511 33834 185
14512 14044 103
14512 14511 100
14512 17833 222
14512 34365 178
14513 11534 98
14513 14044 95
14513 17834 222
14513 29910 199
14514 11534 65
14514 14515 84
14514 17835 238
14514 33274 167
14515 4952 110
14515 14514 84
14515 15531 237
14515 251 178
14516 11020 94
14516 14517 93
14516 17836 237
14516 38455 205
14517 14516 93
14517 14518 94
14517 17837 235
14517 39444 132
14518 14517 94
14518 14519 110
14518 17838 236
14518 18039 206
14519 14518 110
14519 14520 121
14519 17839 237
14519 29492 205
14520 14519 121
14520 14521 111
14520 14586 237
14520 34929 205
14521 14520 111
14521 14522 99
14521 17840 269
14521 26336 193
14522 3804 91
14522 10218 93
14522 14521 99
14522 14523 156
14523 3805 92
14523 10219 91
14523 14522 156
14523 14524 176
14524 3806 94
14524 10220 92
14524 14523 176
14524 14525 244
14525 3807 92
14525 10221 92
14525 14524 244
14526 3809 92
14526 10226 92
14526 42124 228
14527 3810 82
14527 10238 85
14527 14528 181
14528 3810 273
14528 10239 86
14528 14527 181
14529 24346 104
14529 26126 103
14529 41144 228
14530 14531 202
14530 24348 104
14530 31019 76
14530 41144 288
14531 14530 202
14531 24349 104
14531 31021 101
14532 12539 61
14532 14423 95
14532 14533 169
14533 12540 60
14533 14424 93
14533 14532 169
14533 593 195
14534 14426 97
14534 593 18
14534 44660 225
14534 45981 163
14535 12542 59
14535 14427 96
14535 14536 204
14535 44660 195
14536 12543 57
14536 13653 194
14536 14428 96
14536 14535 204
14537 12545 70
14537 13653 189
14537 14429 94
14537 14538 201
14538 14430 96
14538 14537 201
14538 14539 239
14539 12547 106
14539 14431 97
14539 14538 239
14539 592 216
14540 2707 194
14540 4934 94
14540 592 102
14541 2707 406
14541 14433 90
14541 24574 62
14541 591 313
14542 5899 355
14542 13062 238
14542 39914 150
14543 14544 172
14543 29825 81
14543 590 150
14544 14543 172
14544 14545 60
14544 39933 157
14545 14544 60
14545 14546 192
14545 29091 287
14546 14545 192
14546 29091 94
14546 589 262
14547 10132 154
14547 21020 96
14547 589 15
14548 19151 248
14548 42505 209
14548 1168 87
14548 1715 140
14549 8581 90
14549 14550 60
14549 30751 173
14549 33421 239
14550 14549 60
14550 14551 25
14550 17984 172
14551 14550 25
14551 14552 59
14551 44337 247
14552 14551 59
14552 14553 26
14552 26710 369
14553 14552 26
14553 14554 60
14553 34178 252
14554 14553 60
14554 14555 17
14554 23466 377
14555 14554 17
14555 14556 65
14555 23465 89
14556 14555 65
14556 20126 386
14556 1167 73
14557 2240 75
14557 14558 100
14557 18887 98
14558 14557 100
14558 14559 98
14559 10932 54
14559 14558 98
14560 2016 132
14560 14561 94
14560 43453 115
14561 4631 297
14561 12920 126
14561 14560 94
14561 14562 102
14562 4631 199
14562 7056 100
14562 14561 102
14563 7056 255
14563 12921 127
14563 14564 254
14563 18888 62
14564 4635 127
14564 12922 126
14564 14563 254
14565 14566 109
14565 1166 113
14566 14565 109
14566 14567 108
14567 14566 108
14567 14568 49
14567 33632 135
14568 6326 58
14568 14567 49
14568 28671 126
14569 6326 146
14569 14570 99
14569 27017 114
14569 28672 125
14570 6861 188
14570 14569 99
14570 186 103
14571 6862 195
14572 2223 33
14572 13532 20
14572 186 446
14573 2222 72
14573 2223 59
14573 6857 246
14573 14574 93
14574 11498 140
14574 14573 93
14574 36425 64
14575 31036 258
14575 39904 74
14575 187 68
14576 14577 6
14576 19191 260
14576 1772 97
14577 14576 6
14577 14578 101
14577 36431 37
14578 14577 101
14578 14579 106
14578 31037 261
14578 31213 296
14579 14578 106
14579 35056 260
14579 1799 286
14580 14581 204
14580 26337 98
14580 29494 111
14581 14580 204
14581 14582 255
14581 24355 103
14581 24356 94
14582 14581 255
14582 14583 52
14582 20964 268
14582 21409 87
14583 14582 52
14584 10944 288
14584 12035 255
14584 20454 99
14584 20455 98
14585 12035 218
14585 26336 100
14585 34929 6
14586 14520 237
14586 14587 225
14586 17839 121
14586 17840 110
14587 14586 225
14587 17953 121
14587 17954 107
14588 23269 180
14588 23270 453
14588 36527 151
14589 14590 85
14589 25647 215
14589 25648 119
14590 14589 85
14591 14592 190
14591 18617 95
14591 26448 192
14591 276 96
14592 6171 193
14592 14591 190
14592 18232 95
14592 18233 95
14593 6171 254
14593 30955 127
14593 1540 168
14594 14595 45
14595 14594 45
14595 19316 42
14595 30955 94
14596 3953 187
14596 20885 97
14596 20886 99
14596 43451 247
14597 6934 105
14597 9997 29
14597 14601 27
14598 6934 77
14598 26604 57
